"Nazwa","Cena","Popularność","RAM(GB)","GPU","Pamięć GPU(GB)","CPU","Taktowanie(GHz)","Rdzenie","Wątki","Przekątna","System","Indeks"
"Lenovo Chromebook S345-14AST (81WX000QMH)",1699.0,1,4,"AMD Radeon R5",0,"AMD A6-9220C",1.8,2,2,14.0,"Chrome OS",401
"HP 15-ef1040nr (1Y8Z2UAR)",1699.0,1,4,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,4,15.6,"Windows 10 Home",402
"HP Chromebook 14A-NA0023 + etui + mysz (1G128UA)",1699.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,14.0,"Chrome OS",403
"HP 14s-fq0023na (1L6S9EAR)",1699.0,1,4,"AMD Radeon RX Vega 3",0,"AMD 3020e",1.2,2,4,14.0,"Windows 10 S",404
"EVOO Ultra Thin (EVC156-2BL)",1699.0,1,8,"Intel Iris Plus Graphics 640",0,"Intel Core i7-7560U",2.4,2,4,15.6,"Windows 10 Home",405
"Asus E410MA (E410MA-C4128W0T)",1699.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,14.0,"Windows 10 Home",406
"Lenovo IdeaPad 1 14IGL05 (81VU00D6US)",1699.0,2,4,"Intel UHD Graphics 605",0,"Intel Pentium N5030",1.1,4,4,14.0,"Windows 11 S",407
"Asus L510 (L510MA-WB04)",1699.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,15.6,"Windows 10 S",408
"Acer Aspire 3 A315-56 (NX.HT8EP.006)",1699.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 S",409
"Asus VivoBook 15 X515EA (X515EA-BQ1221)",1699.0,1,8,"Intel Iris Xe",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",410
"Asus VivoBook 15 i3-1115G4 / 4 GB / 256 GB (X515EA-EJ911)",1699.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",411
"Asus ExpertBook P1 P1512 i3-1115G4 / 4 GB / 256 GB / W11 (P1512CEA-EJ0871WS)",1699.0,1,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",412
"HP 255 G9 Ryzen 3 5425U / 8 GB / 256 GB (6S6F7EA)",1713.6,4,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Brak",413
"HP 250 G9 i3-1215U / 8 GB / 256 GB (6F1Z7EA)",1713.6,4,8,"Intel UHD Graphics",0,"Intel Core i3-1215U",0.9,6,8,15.6,"Brak",414
"Acer Chromebook 314 (NX.HPYEP.006)",965.99,2,4,"Intel UHD Graphics 605",0,"Intel Pentium N5030",1.1,4,4,14.0,"Chrome OS",415
"Asus VivoBook 15 X515JA (X515JA-BQ2625W)",1727.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 S",416
"Acer Extensa 15 EX215-52 (NX.EG8EP.00D)",1750.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",417
"HP 250 G8 (27K20EA)",1750.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",418
"HP 255 G8 (5N3L7EA)",1758.4,2,8,"AMD Radeon RX Vega 2",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",419
"Acer Aspire 3 A315-58 (NX.AT0EP.007)",1699.0,1,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",420
"HP Chromebook x360 12b-ca0001na (9MA94EAR)",1769.0,1,4,"Intel UHD Graphics 605",0,"Intel Pentium N5000",1.1,4,4,12.0,"Chrome OS",421
"HP 15s-eq2003nw (402R6EA)",1779.0,1,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",422
"Lenovo IdeaPad S145-14IWL (81MU007NUSPNT)",1799.0,0,4,"Intel UHD Graphics 610",0,"Intel Pentium 5405U",2.3,2,4,14.0,"Windows 10 Home",423
"Asus VivoBook 15 X509JA (X509JA-EJ239)",1799.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",424
"Asus VivoBook 15 X509 (X509FA-BR058T)",1799.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,15.6,"Windows 10 Home",425
"Lenovo IdeaPad 3 15IML05 (81WB0002US)",1799.0,1,4,"Intel UHD Graphics 620",0,"Pentium Gold 6405U",2.4,2,4,15.6,"Windows 10 Home",426
"Asus VivoBook 15 X515JA (X515JA-BR069T)",1799.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",427
"HP 250 G8 3C3C3ES 8GB",1799.0,1,8,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,15.6,"Windows 10 Pro",428
"Asus VivoBook 15 X515EA (X515EA-BQ1115)",1799.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",429
"Asus BR1100C (BR1100CKA-GJ0538RA)",1799.0,0,8,"Intel UHD Graphics",0,"Intel Pentium Silver N6000",1.1,4,4,11.6,"Windows 10 Pro Edu",430
"HP Stream 14-cb172wm (9VK98UAR)",1799.0,1,8,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,14.0,"Windows 10 Home",431
"HP 255 G8 (34P68ES 256)",1799.0,1,4,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050U",2.3,2,2,15.6,"Windows 10 Pro Edu",432
"Gateway/Acer GWTN156 Ultra Slim (GWTN156-7BK)",1799.0,0,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",433
"Gateway/Acer GWTN156 Ultra Slim (GWTN156-7BL)",1799.0,1,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",434
"HP 250 G8 i3-1005G1 / 8 GB / 512GB / W11 (27K20EA_512)",1799.0,0,8,"Intel UHD Graphics 600",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 11 Home",435
"Lenovo IdeaPad 3 15ITL05 i3-1115G4 / 4 GB / 128 GB / W10 (81X80055US 8 512)",1799.0,0,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 S",436
"Asus Expertbook L1 L1500CDA (L1500CDA-EJ0733)",1766.83,2,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Brak",437
"Lenovo IdeaPad 3 14IML05 (81WA00B1US)",1812.0,1,4,"Intel UHD Graphics 610",0,"Pentium Gold 6405U",2.4,2,4,14.0,"Windows 10 Home",438
"HP 15s-fq2619nw i3-1115G4 / 8 GB / 256 GB / W11 (6Y7X5EA)",1837.79,69,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",439
"HP 255 G9 Ryzen 3 5425U / 8 GB / 256 GB / W11 (6S6F2EA)",1840.79,9,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Windows 11 Home",440
"HP 255 G8 Ryzen 3 5300U / 8 GB / 256 GB / W11 (5N3L7EA)",1841.23,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",441
"HP 255 G8 (34P68ES)",1849.0,0,4,"AMD Radeon Graphics",0,"AMD Athlon Silver 3050U",2.3,2,2,15.6,"Windows 10 Pro Edu",442
"Acer Extensa 15 EX215-52 8GB (NX.EG8EP.00D)",1850.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",443
"Asus VivaBook 15 Ryzen 3 3250U / 4 GB / 128 GB / W10 (F512DA-WB31)",1850.0,0,4,"AMD Radeon Graphics",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Windows 10 Home",444
"Asus VivoBook 15 X515JA i3-1005G1 / 8 GB / 512 GB (X515JA-BQ3018)",1799.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",445
"Acer Extensa EX215-32 (NX.EG8EP.008)",1861.15,2,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",446
"Asus VivoBook 14 X420 (X420UA-BV160T)",1899.0,0,4,"Intel UHD Graphics 620",0,"Intel Core i3-8130U",2.2,2,4,14.0,"Windows 10 S",447
"HP 15-db1036nt (7DX21EAR)",1899.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Windows 10 Home",448
"HP 15-db1000nq (6FA69EAR)",1899.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",449
"HP 15-da0075na (8UN25EAR)",1899.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,15.6,"Windows 10 Home",450
"HP 15-dy0013ds (3G832UA)",1899.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,15.6,"Windows 10 Home",451
"HP 15-dy0014ds (3G417UA)",1899.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,15.6,"Windows 10 Home",452
"HP Chromebook 14A-NA0030 (9VU04UAR)",1899.0,1,8,"Intel UHD Graphics 605",0,"Intel Pentium N5030",1.1,4,4,14.0,"Chrome OS",453
"HP 14-fq0013dx (192T6UA)",1899.0,0,8,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050U",2.3,2,2,14.0,"Windows 10 Home",454
"HP 245 G8 (3V5G5EA)",1899.0,1,8,"AMD Radeon Graphics",0,"AMD Athlon Silver 3050U",2.3,2,2,14.0,"Windows 10 Home",455
"HP 15s-fq3669nw (584Y6EA)",1899.0,1,8,"Intel UHD Graphics",0,"Intel Celeron N4500",1.1,2,2,15.6,"Windows 11 Home",456
"Asus VivoBook 15 X515FA (X515FA-EJ181)",1899.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,15.6,"Brak",457
"HP 15s-eq2156nw (15s-eq2156nw)",1899.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",458
"Asus VivoBook 15 X515FA (X515FA-EJ182)",1899.0,1,8,"Intel UHD Graphics 620",0,"Intel Core i3-10110U",2.1,2,4,15.6,"Brak",459
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 4 GB RAM / 512 GB SSD PCIe / Windows 11 S",1899.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",460
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 12 GB RAM / 256 GB SSD PCIe / Windows 11 S",1899.0,1,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",461
"Asus VivoBook 15 i3-1115G5 / 4 GB / 256 GB (X515EA-BQ1007)",1899.0,0,4,"Intel UHD Graphics 600",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",462
"Lenovo Ideapad 3-15ALC (82KU00VXPB) / 12 GB RAM / 512 GB SSD PCIe",1899.0,1,12,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Brak",463
"HP 15s-fq2619nw (6Y7X5EA) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",1899.0,2,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",464
"HP 15s-fq2434nw i3-1115G4 / 8 GB / 256 GB / W11 (712N1EA)",1899.0,3,8,"Intel Iris Xe",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",465
"Asus ExpertBook B1 B1500 (B1500CEAE-BQ1675RA)",1904.42,6,8,"Intel UHD Graphics",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Pro Edu",466
"Lenovo V15-ADA (82C7005YPB) 8 GB RAM/ 256 GB M.2 PCIe/ Windows 10 Home",1900.62,1,8,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,4,15.6,"Windows 10 Home",467
"Lenovo V15-ADA (82C7005YPB) 12 GB RAM/ 256 GB M.2 PCIe/ Windows 10 Home",1919.0,9,12,"AMD Radeon RX Vega 3",0,"AMD Athlon Gold 3150U",2.4,2,4,15.6,"Windows 10 Home",468
"Microsoft Surface Go 3 (8V6-00003)",1935.7,2,4,"Intel UHD Graphics 615",0,"Intel Pentium Gold 6500Y",1.1,2,4,10.5,"Windows 11 S",469
"Lenovo IdeaPad 3 15ITL6 (82H801QPPB)",1926.07,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",470
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 512 GB SSD PCIe",1949.0,2,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",471
"HP 17-cn0019nw (4L237EA_12)",1949.0,1,12,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,17.3,"Windows 10 Home",472
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 20 GB RAM / 256 GB SSD PCIe / Windows 11 S",1949.0,0,20,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",473
"HP 15s-fq2619nw (6Y7X5EA) / 16 GB RAM / 256 GB SSD PCIe / Windows 11 Home",1949.0,6,16,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",474
"Lenovo IdeaPad 3 15ITL6 (82H801QQPB) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 S",1949.0,3,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",475
"Asus ExpertBook P1 i3-1115G4 / 8 GB / 256 GB (P1512CEA-EJ0004)",1961.4,4,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Brak",476
"Asus VivoBook 15 X515EA (X515EA-BQ1225W)",1863.45,4,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 S",477
"Asus VivoBook 15 X515EA (X515EA-EJ1197W)",1799.0,39,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",478
"Dell Vostro 3501 (2_335782_20201221101205)",1987.01,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Pro",479
"Asus VivoBook 15 X515EA (X515EA-BQ1115W)",1989.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",480
"Lenovo IdeaPad 3 17ABA7 (82RQ002QPB)",1996.4,4,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,17.3,"Brak",481
"HP 17-cn0019nw (4L237EA)",1997.2,2,8,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,17.3,"Windows 10 Home",482
"HP 340S G7 (2D223EAR#ABZ)",1999.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,14.0,"Windows 10 Pro",483
"HP 15-db1056nw (25Q20EA)",1999.0,1,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",484
"HP 15-db1050nw (22D17EA)",1999.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",485
"Lenovo IdeaPad Duet Chromebook CT-X636F (ZA6F0025GB)",1999.0,2,4,"ARM Mali-G72MP3",0,"Mediatek P60T",2.0,8,8,10.1,"Chrome OS",486
"Acer Aspire 3 A315-23-R4NP",1999.0,1,8,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050e",2.3,2,2,15.6,"Windows 10 Home",487
"Asus VivoBook 15 X512FA (X512FA-EJ1135)",1999.0,0,8,"Intel HD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,15.6,"Brak",488
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 512 GB SSD",1999.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",489
"Asus Vivobook 15 X509JA (X509JA-BR080T)",1999.0,0,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",490
"Asus VivoBook X705MAR (X705MAR-BX191T)",1999.0,2,8,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,17.3,"Windows 10 Home",491
"Asus VivoBook 15 X509 (X509FA-BR058T)",1999.0,2,8,"Intel UHD Graphics 620",0,"Intel Core i3-8145U",2.1,2,4,15.6,"Windows 10 Home",492
"HP 17-cp0010nr (316R4UA)",1999.0,0,4,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050U",2.3,2,2,17.3,"Windows 11 S",493
"HP 250 G9 (6F200EA) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",1999.0,1,8,"Intel UHD Graphics",0,"Intel Core i3-1215U",0.9,6,8,15.6,"Windows 11 Home",494
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 12 GB RAM / 512 GB SSD PCIe / Windows 11 S",1999.0,1,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",495
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 4 GB RAM / 1 TB SSD PCIe / Windows 11 S",1999.0,0,4,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",496
"HP 255 G8 Athlon Silver 3050U / 8 GB / 256 GB / W11 (5N3L9EA)",1999.0,0,8,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050U",2.3,2,2,15.6,"Windows 11 Home",497
"Asus VivoBook 15 X515JA i5-1035G1 / 8 GB / 256 GB (X515JA-BQ3333)",1999.0,29,8,"Intel UHD Graphics G1",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Brak",498
"HP 15s-eq2344nw (712D3EA) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 Home",1999.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",499
"HP 15s-eq2344nw (712D3EA) / 16 GB RAM / 256 GB SSD PCIe / Windows 11 Home",1999.0,1,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",500
"Asus D543MA (D543MA-DM785)",2008.0,1,4,"Intel UHD Graphics 600",0,"Intel Celeron N4000",1.1,2,2,15.6,"Brak",501
"Asus VivoBook 15 X515EA (X515EA-BQ1221W)",2021.11,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",502
"Dell Vostro 3591 (2_334092_20210219163523)",2037.98,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",503
"Asus VivoBook 15 X515JA (X515JA-BR642T)",1799.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",504
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 1 TB SSD PCIe",2049.0,0,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",505
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 20 GB RAM / 512 GB SSD PCIe / Windows 11 S",2049.0,1,20,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",506
"Lenovo IdeaPad 3 15IAU7 (82RK006LPB) / 16 GB RAM / 512 GB SSD PCIe",2049.0,3,16,"Intel UHD Graphics Xe",0,"Intel Core i3-1215U",1.2,6,8,15.6,"Brak",507
"Lenovo IdeaPad 3 15ABA7 (82RN0053PB) / 16 GB RAM / 512 GB SSD PCIe",2049.0,5,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5425U",2.7,4,8,15.6,"Brak",508
"HP 15s-fq2619nw (6Y7X5EA) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2049.0,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",509
"Lenovo V15 G2 ALC Ryzen 3 5300U / 16 GB RAM / 256 GB SSD PCIe / Windows 11 Home (82KD00FYPB)",2049.0,15,16,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",510
"Acer Extensa EX215-54 (NX.EGJEP.00E)",2067.56,1,8,"Intel Iris Xe",0,"Intel Core i5-1135G7",2.4,4,8,15.6,"Brak",511
"Lenovo V15 G2 i3-1115G4 / 8 GB / 512 GB / W11 (82KB016NPB)",2054.38,0,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",512
"Lenovo ThinkBook 15 G2 ARE Ryzen 3 4300U / 8 GB / 256 GB / W10 Pro EDU (20VGS00R00_8_256)",2054.38,0,8,"AMD Radeon RX Vega 5",0,"AMD Ryzen 3 4300U",2.7,4,4,15.6,"Windows 10 Pro Edu",513
"Asus VivoBook 15 D515 (D515DA-EJ1396W)",2087.0,0,8,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Windows 11 S",514
"Lenovo IdeaPad 3 15ALC6 Ryzen 3 5300U / 8 GB / 256 GB / W11S (82KU00CHMH)",2090.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 S",515
"HP 255 G8 (5N3L5EA)",2001.13,3,8,"AMD Radeon RX Vega 8",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",516
"Lenovo IdeaPad 3 15IIL05 (81WE0016US)",2099.0,1,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 S",517
"Asus VivoBook X515JA (X515JA-BQ1496T)",2099.0,15,4,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Windows 10 Home",518
"HP 15-db1003nw (21V41EA)",2099.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3200U",2.6,2,4,15.6,"Brak",519
"HP 14s-dq1936nd (1C4G8EAR)",2099.0,1,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,14.0,"Windows 10 Home",520
"HP 15s-eq1710nd (1E6V0EAR)",2099.0,0,4,"AMD Radeon RX Vega 3",0,"AMD Ryzen 3 3250U",2.6,2,4,15.6,"Windows 10 Home",521
"HP Chromebook 15-de0002na (6QB08EAR)",2099.0,1,8,"Intel UHD Graphics 610",0,"Intel Core i3-8130U",2.2,2,4,15.6,"Chrome OS",522
"HP 15s-fq2034nw (320U4EAR#AKD)",2099.0,1,4,"Intel UHD Graphics G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",523
"Lenovo IdeaPad 3 15ADA05 (81W1007CUS)",2099.0,0,8,"AMD Radeon RX Vega 2",0,"AMD Athlon Silver 3050U",2.3,2,2,15.6,"Windows 10 Home",524
"HP 15s-eq2000nw (402M9EA)",2099.0,1,4,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",525
"HP 250 G8 (3C3C3ESR)",2099.0,0,4,"Intel UHD Graphics 600",0,"Intel Celeron N4020",1.1,2,2,15.6,"Windows 10 Pro",526
"Acer Aspire 1 A115-32-C44C (NX.A9DAA.001) 8GB + 128GB",2099.0,0,8,"Intel UHD Graphics 600",0,"Intel Celeron N4500",1.1,2,2,15.6,"Windows 10 S",527
"HP 15s-eq2304nw (4H384EA)",2099.0,0,8,"AMD Radeon Graphics",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",528
"HP 15s-fq2038nw (35X55EA)",2099.0,0,4,"Intel UHD Graphics 600",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 10 Home",529
"HP Pavilion 15-eh1010nw (425S2EAR#AKD)",2099.0,1,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 10 Home",530
"HP 250 G9 (6F200EA) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2099.0,0,8,"Intel UHD Graphics",0,"Intel Core i3-1215U",0.9,6,8,15.6,"Windows 11 Home",531
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 12 GB RAM / 1 TB SSD PCIe / Windows 11 S",2099.0,0,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",532
"HP 15s-eq2344nw (712D3EA) / 8 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2099.0,0,8,"AMD Radeon RX Vega 6",0,"AMD Ryzen 3 5300U",2.6,4,8,15.6,"Windows 11 Home",533
"Asus VivoBook 15 X515EA (X515EA-EJ1197W) / 8 GB RAM / 512 GB SSD PCIe / Windows 11 S",2099.0,2,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",534
"Asus VivoBook 15 X515EA (X515EA-EJ1197W) / 16 GB RAM / 256 GB SSD PCIe / Windows 11 S",2099.0,1,16,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",535
"Lenovo V15 G2 (82KB016JPB) / 12 GB RAM / 256 GB SSD PCIe / Windows 11 Pro",2099.0,8,12,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Pro",536
"Acer Aspire 3 A315-56 (NX.A0TAA.005)",2139.93,1,8,"Intel UHD Graphics 620",0,"Intel Core i5-1035G1",1.0,4,8,15.6,"Windows 10 Home",537
"HP 250 G8 (5N3M1EA)",2140.99,1,8,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",538
"Acer Extensa EX215-32 (NX.EG8EP.008) / 8 GB RAM / 256 GB SSD PCIe / 1 TB SSD",2149.0,2,8,"Intel UHD Graphics G1",0,"Intel Core i3-1005G1",1.2,2,4,15.6,"Brak",539
"Acer Aspire 3 A315-58 (NX.AT0EP.007) / 20 GB RAM / 1 TB SSD PCIe / Windows 11 S",2149.0,0,20,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 S",540
"HP 15s-fq2619nw (6Y7X5EA) / 16 GB RAM / 1 TB SSD PCIe / Windows 11 Home",2149.0,4,16,"Intel UHD Graphics Xe G4",0,"Intel Core i3-1115G4",3.0,2,4,15.6,"Windows 11 Home",541
